date, close, open, high, low, volume
Apr 09, 2019, 1,321.92, 1,316.42, 1,328.11, 1,308.60, 9.59M
Apr 08, 2019, 1,316.77, 1,343.27, 1,344.75, 1,311.27, 8.81M
Apr 05, 2019, 1,341.19, 1,348.17, 1,351.09, 1,330.39, 6.79M
Apr 04, 2019, 1,340.34, 1,366.05, 1,370.71, 1,334.60, 8.46M
Apr 03, 2019, 1,362.29, 1,379.67, 1,389.83, 1,359.12, 7.92M
Apr 02, 2019, 1,376.65, 1,384.87, 1,389.92, 1,367.14, 8.09M
Apr 01, 2019, 1,378.78, 1,357.14, 1,393.59, 1,349.76, 10.19M
Mar 29, 2019, 1,350.45, 1,357.19, 1,363.92, 1,342.38, 7.77M
Mar 28, 2019, 1,347.23, 1,337.57, 1,356.94, 1,330.19, 10.58M
Mar 27, 2019, 1,336.58, 1,365.01, 1,365.01, 1,331.63, 10.19M
Mar 26, 2019, 1,354.41, 1,317.81, 1,358.72, 1,317.51, 9.57M
Mar 25, 2019, 1,312.01, 1,318.11, 1,324.30, 1,304.34, 8.03M
Mar 22, 2019, 1,329.15, 1,359.61, 1,367.93, 1,324.15, 11.57M
Mar 20, 2019, 1,362.53, 1,364.86, 1,374.97, 1,351.19, 9.99M
Mar 19, 2019, 1,363.62, 1,347.23, 1,367.04, 1,330.49, 9.90M
Mar 18, 2019, 1,337.37, 1,318.50, 1,345.20, 1,316.52, 10.20M
Mar 15, 2019, 1,309.24, 1,332.37, 1,346.04, 1,298.89, 16.04M
Mar 14, 2019, 1,328.95, 1,337.08, 1,349.21, 1,323.55, 10.50M
Mar 13, 2019, 1,334.65, 1,324.45, 1,347.23, 1,315.63, 11.34M
Mar 12, 2019, 1,318.85, 1,304.53, 1,321.47, 1,301.91, 11.34M
Mar 11, 2019, 1,291.85, 1,258.12, 1,299.68, 1,256.09, 9.81M
Mar 08, 2019, 1,255.20, 1,254.16, 1,262.48, 1,250.15, 6.10M
Mar 07, 2019, 1,258.32, 1,252.13, 1,267.78, 1,246.34, 8.19M
Mar 06, 2019, 1,252.92, 1,228.16, 1,261.15, 1,223.50, 12.15M
Mar 05, 2019, 1,226.03, 1,211.91, 1,228.16, 1,207.16, 7.19M
Mar 01, 2019, 1,214.54, 1,225.38, 1,230.68, 1,210.77, 8.00M
Feb 28, 2019, 1,219.49, 1,222.17, 1,228.21, 1,215.03, 11.39M
Feb 27, 2019, 1,212.01, 1,216.52, 1,233.21, 1,197.65, 11.22M
Feb 26, 2019, 1,208.79, 1,198.14, 1,223.21, 1,194.68, 10.23M
Feb 25, 2019, 1,220.73, 1,224.39, 1,231.33, 1,209.19, 7.93M
Feb 22, 2019, 1,220.78, 1,232.91, 1,233.61, 1,214.49, 8.84M
Feb 21, 2019, 1,235.19, 1,224.39, 1,245.99, 1,217.81, 10.68M
Feb 20, 2019, 1,222.76, 1,212.36, 1,228.36, 1,207.55, 6.36M
Feb 19, 2019, 1,204.68, 1,206.56, 1,228.06, 1,199.83, 6.30M
Feb 18, 2019, 1,208.64, 1,238.26, 1,240.74, 1,203.59, 9.74M
Feb 15, 2019, 1,232.76, 1,218.20, 1,238.16, 1,202.60, 9.69M
Feb 14, 2019, 1,212.70, 1,229.35, 1,229.35, 1,206.56, 6.69M
Feb 13, 2019, 1,234.25, 1,249.16, 1,261.99, 1,224.15, 7.03M
Feb 12, 2019, 1,244.60, 1,239.75, 1,260.40, 1,239.75, 6.46M
Feb 11, 2019, 1,241.48, 1,263.92, 1,264.02, 1,239.25, 7.60M
Feb 08, 2019, 1,265.70, 1,272.74, 1,288.29, 1,260.30, 6.57M
Feb 07, 2019, 1,278.28, 1,297.95, 1,308.79, 1,274.02, 9.30M
Feb 06, 2019, 1,297.95, 1,284.08, 1,305.28, 1,282.10, 9.50M
Feb 05, 2019, 1,279.42, 1,279.87, 1,292.15, 1,266.59, 9.45M
Feb 04, 2019, 1,278.78, 1,235.29, 1,284.77, 1,230.39, 11.78M
Feb 01, 2019, 1,238.21, 1,222.41, 1,243.22, 1,215.53, 9.32M
Jan 31, 2019, 1,215.63, 1,190.71, 1,218.15, 1,189.72, 10.28M
Jan 30, 2019, 1,184.47, 1,203.59, 1,213.50, 1,179.92, 7.92M
Jan 29, 2019, 1,199.28, 1,219.44, 1,220.08, 1,190.07, 9.42M
Jan 28, 2019, 1,218.00, 1,238.76, 1,244.16, 1,210.92, 8.65M
Jan 25, 2019, 1,234.30, 1,238.71, 1,252.82, 1,223.80, 8.63M
Jan 24, 2019, 1,235.74, 1,213.50, 1,241.43, 1,208.64, 13.28M
Jan 23, 2019, 1,214.79, 1,221.72, 1,232.52, 1,210.53, 8.91M
Jan 22, 2019, 1,223.55, 1,221.27, 1,235.24, 1,208.15, 16.71M
Jan 21, 2019, 1,226.08, 1,182.79, 1,228.31, 1,177.49, 22.25M
Jan 18, 2019, 1,173.23, 1,138.01, 1,178.73, 1,124.59, 25.93M
Jan 17, 2019, 1,123.80, 1,133.70, 1,137.12, 1,119.39, 7.56M
Jan 16, 2019, 1,125.23, 1,124.34, 1,134.25, 1,119.74, 6.44M
Jan 15, 2019, 1,119.04, 1,094.62, 1,121.37, 1,094.62, 10.16M
Jan 14, 2019, 1,086.50, 1,084.72, 1,090.17, 1,076.20, 4.15M
Jan 11, 2019, 1,087.74, 1,097.20, 1,103.34, 1,078.38, 6.53M
Jan 10, 2019, 1,097.10, 1,097.35, 1,100.57, 1,092.64, 4.12M
Jan 09, 2019, 1,100.32, 1,101.56, 1,106.51, 1,088.38, 5.82M
Jan 08, 2019, 1,094.28, 1,094.72, 1,099.53, 1,085.71, 5.68M
Jan 07, 2019, 1,094.38, 1,096.61, 1,107.95, 1,090.66, 5.57M
Jan 04, 2019, 1,088.33, 1,087.10, 1,094.08, 1,070.95, 8.55M
Jan 03, 2019, 1,082.49, 1,097.10, 1,104.13, 1,079.86, 7.52M
Jan 02, 2019, 1,096.01, 1,104.03, 1,116.42, 1,090.66, 7.21M
Jan 01, 2019, 1,110.47, 1,114.68, 1,116.71, 1,099.68, 4.50M
Dec 31, 2018, 1,110.72, 1,120.33, 1,123.20, 1,105.72, 7.29M
Dec 28, 2018, 1,114.98, 1,114.93, 1,124.59, 1,110.67, 7.74M
Dec 27, 2018, 1,109.68, 1,096.80, 1,116.42, 1,093.63, 12.60M
Dec 26, 2018, 1,088.04, 1,075.60, 1,089.67, 1,055.64, 7.28M
Dec 24, 2018, 1,078.92, 1,090.56, 1,092.84, 1,076.35, 4.18M
Dec 21, 2018, 1,089.87, 1,114.44, 1,120.63, 1,085.71, 8.36M
Dec 20, 2018, 1,117.85, 1,110.47, 1,121.87, 1,105.67, 5.82M
Dec 19, 2018, 1,126.13, 1,130.78, 1,136.53, 1,122.56, 7.44M
Dec 18, 2018, 1,125.73, 1,112.75, 1,128.30, 1,109.98, 5.93M
Dec 17, 2018, 1,119.29, 1,105.47, 1,122.36, 1,101.06, 5.11M
Dec 14, 2018, 1,101.76, 1,092.74, 1,104.43, 1,081.55, 7.29M
Dec 13, 2018, 1,096.65, 1,117.41, 1,117.41, 1,084.77, 9.39M
Dec 12, 2018, 1,100.07, 1,088.68, 1,103.04, 1,077.54, 12.72M
Dec 11, 2018, 1,087.24, 1,055.99, 1,091.75, 1,045.09, 13.62M
