date, close, open, high, low, volume
Apr 13, 2009, 1,057.29, 1,058.49, 1,082.56, 1,048.06, 483.94K
Apr 09, 2009, 1,064.93, 1,060.99, 1,095.24, 1,058.59, 623.19K
Apr 08, 2009, 1,076.72, 1,040.02, 1,093.44, 1,040.02, 957.48K
Apr 06, 2009, 1,062.44, 1,034.53, 1,073.37, 1,034.53, 694.21K
Apr 02, 2009, 1,028.14, 1,038.52, 1,063.39, 1,013.81, 1.04M
Apr 01, 2009, 1,038.27, 1,073.47, 1,078.46, 1,026.59, 531.78K
Mar 31, 2009, 1,069.63, 1,057.34, 1,075.92, 1,040.97, 462.05K
Mar 30, 2009, 1,045.96, 1,093.44, 1,101.43, 1,031.83, 690.00K
Mar 27, 2009, 1,089.25, 1,027.04, 1,102.28, 1,019.55, 934.71K
Mar 26, 2009, 1,030.18, 1,008.56, 1,051.00, 1,007.12, 1.29M
Mar 25, 2009, 1,009.76, 1,001.67, 1,014.56, 997.58, 499.21K
Mar 24, 2009, 1,006.67, 998.58, 1,015.55, 998.38, 761.21K
Mar 23, 2009, 999.53, 998.58, 1,015.40, 988.69, 812.02K
Mar 20, 2009, 996.23, 988.29, 1,005.57, 983.70, 253.44K
Mar 19, 2009, 989.49, 996.08, 1,012.56, 982.80, 556.71K
Mar 18, 2009, 996.48, 973.86, 1,006.07, 973.86, 827.84K
Mar 17, 2009, 972.32, 966.22, 981.60, 954.64, 520.79K
Mar 16, 2009, 963.23, 959.63, 976.01, 948.65, 652.92K
Mar 13, 2009, 960.13, 977.61, 986.60, 955.14, 930.07K
Mar 12, 2009, 969.02, 935.67, 973.61, 935.67, 699.63K
Mar 09, 2009, 934.12, 921.69, 939.31, 920.69, 337.15K
Mar 06, 2009, 927.18, 930.67, 933.57, 914.70, 319.82K
Mar 05, 2009, 935.02, 933.67, 943.66, 923.68, 775.53K
Mar 04, 2009, 926.93, 903.71, 933.57, 902.22, 420.24K
Mar 03, 2009, 899.42, 897.72, 916.79, 894.73, 315.75K
Mar 02, 2009, 901.22, 930.67, 930.67, 894.73, 544.51K
Feb 27, 2009, 928.38, 924.63, 934.17, 904.81, 409.83K
Feb 26, 2009, 925.78, 891.73, 928.73, 888.78, 819.32K
Feb 25, 2009, 894.68, 909.70, 917.99, 891.33, 657.45K
Feb 24, 2009, 897.77, 913.70, 913.70, 890.73, 842.79K
Feb 20, 2009, 915.95, 926.68, 932.67, 910.85, 711.98K
Feb 19, 2009, 929.58, 919.99, 943.16, 919.99, 474.95K
Feb 18, 2009, 931.12, 943.66, 943.66, 923.78, 282.53K
Feb 17, 2009, 943.81, 932.67, 948.65, 921.19, 410.39K
Feb 16, 2009, 933.17, 928.68, 942.66, 925.68, 584.02K
Feb 13, 2009, 930.82, 923.68, 935.47, 919.04, 725.12K
Feb 12, 2009, 917.04, 901.17, 924.08, 890.93, 364.38K
Feb 11, 2009, 901.17, 885.74, 908.71, 883.74, 326.22K
Feb 10, 2009, 887.24, 899.72, 998.18, 877.00, 431.51K
Feb 09, 2009, 884.19, 879.55, 891.73, 874.80, 234.63K
Feb 06, 2009, 878.75, 871.81, 883.14, 871.81, 102.07K
Feb 05, 2009, 872.21, 878.85, 878.85, 862.07, 102.17K
Feb 04, 2009, 876.50, 886.74, 886.74, 870.76, 65.58K
Feb 03, 2009, 876.90, 863.97, 884.74, 863.97, 230.81K
Feb 02, 2009, 876.80, 876.75, 888.53, 860.03, 271.47K
