date, close, open, high, low, volume
Apr 09, 2019, 2,753.30, 2,764.00, 2,765.95, 2,736.90, 413.08K
Apr 08, 2019, 2,763.70, 2,760.00, 2,780.00, 2,745.50, 307.01K
Apr 05, 2019, 2,754.35, 2,775.80, 2,778.00, 2,742.50, 445.09K
Apr 04, 2019, 2,771.35, 2,772.75, 2,792.55, 2,753.50, 438.50K
Apr 03, 2019, 2,765.20, 2,808.00, 2,808.80, 2,758.45, 368.52K
Apr 02, 2019, 2,798.75, 2,804.00, 2,820.00, 2,780.00, 588.39K
Apr 01, 2019, 2,794.80, 2,798.95, 2,822.75, 2,782.00, 791.81K
Mar 29, 2019, 2,780.25, 2,739.70, 2,787.95, 2,733.20, 578.35K
Mar 28, 2019, 2,717.20, 2,774.70, 2,774.70, 2,708.00, 663.56K
Mar 27, 2019, 2,765.05, 2,781.05, 2,814.00, 2,744.10, 659.03K
Mar 26, 2019, 2,782.35, 2,791.00, 2,793.95, 2,762.50, 484.10K
Mar 25, 2019, 2,780.95, 2,744.90, 2,798.00, 2,726.75, 1.01M
Mar 22, 2019, 2,751.30, 2,779.00, 2,779.00, 2,738.50, 685.40K
Mar 20, 2019, 2,751.65, 2,709.00, 2,760.00, 2,709.00, 1.15M
Mar 19, 2019, 2,708.70, 2,670.00, 2,717.25, 2,669.45, 918.06K
Mar 18, 2019, 2,669.45, 2,658.40, 2,674.30, 2,643.15, 454.56K
Mar 15, 2019, 2,658.90, 2,655.50, 2,693.75, 2,640.95, 1.44M
Mar 14, 2019, 2,647.90, 2,655.85, 2,670.90, 2,616.00, 483.71K
Mar 13, 2019, 2,655.85, 2,663.00, 2,710.00, 2,644.60, 704.08K
Mar 12, 2019, 2,666.85, 2,647.00, 2,676.00, 2,638.00, 544.87K
Mar 11, 2019, 2,626.15, 2,628.00, 2,656.00, 2,611.05, 1.11M
Mar 08, 2019, 2,615.05, 2,668.00, 2,685.95, 2,606.50, 684.81K
Mar 07, 2019, 2,680.75, 2,690.00, 2,725.90, 2,668.90, 916.76K
Mar 06, 2019, 2,693.65, 2,660.60, 2,708.50, 2,656.65, 852.40K
Mar 05, 2019, 2,654.10, 2,635.00, 2,668.80, 2,604.60, 646.71K
Mar 01, 2019, 2,646.00, 2,638.00, 2,657.10, 2,580.05, 885.80K
Feb 28, 2019, 2,631.65, 2,669.00, 2,669.00, 2,615.25, 669.76K
Feb 27, 2019, 2,646.90, 2,664.50, 2,683.00, 2,630.05, 793.10K
Feb 26, 2019, 2,647.80, 2,653.90, 2,659.90, 2,628.95, 1.01M
Feb 25, 2019, 2,666.90, 2,640.25, 2,694.95, 2,622.80, 1.28M
Feb 22, 2019, 2,639.50, 2,584.75, 2,650.00, 2,555.70, 1.38M
Feb 21, 2019, 2,586.30, 2,550.00, 2,606.00, 2,519.85, 1.31M
Feb 20, 2019, 2,525.15, 2,574.90, 2,584.00, 2,508.55, 1.56M
Feb 19, 2019, 2,536.90, 2,583.95, 2,610.00, 2,505.10, 2.27M
Feb 18, 2019, 2,565.55, 2,650.00, 2,689.65, 2,545.05, 2.69M
Feb 15, 2019, 2,563.35, 2,660.00, 2,660.00, 1,872.95, 6.76M
Feb 14, 2019, 2,667.25, 2,648.70, 2,674.95, 2,616.00, 597.41K
Feb 13, 2019, 2,648.70, 2,665.00, 2,681.75, 2,632.00, 676.46K
Feb 12, 2019, 2,652.50, 2,619.00, 2,676.45, 2,584.00, 1.31M
Feb 11, 2019, 2,615.35, 2,660.10, 2,707.95, 2,559.35, 1.90M
Feb 08, 2019, 2,769.70, 2,818.00, 2,818.00, 2,751.65, 714.19K
Feb 07, 2019, 2,821.80, 2,791.00, 2,835.00, 2,791.00, 561.80K
Feb 06, 2019, 2,789.70, 2,816.00, 2,816.00, 2,761.00, 881.80K
Feb 05, 2019, 2,821.45, 2,775.20, 2,859.85, 2,773.00, 1.65M
Feb 04, 2019, 2,735.20, 2,807.90, 2,878.00, 2,715.25, 2.15M
Feb 01, 2019, 2,791.25, 2,717.70, 2,819.00, 2,715.15, 1.45M
Jan 31, 2019, 2,720.80, 2,665.00, 2,728.55, 2,651.00, 1.23M
Jan 30, 2019, 2,665.40, 2,655.05, 2,680.00, 2,637.45, 657.01K
Jan 29, 2019, 2,666.45, 2,616.00, 2,684.00, 2,603.00, 867.70K
Jan 28, 2019, 2,624.75, 2,671.90, 2,671.90, 2,597.05, 684.99K
Jan 25, 2019, 2,672.40, 2,670.50, 2,691.00, 2,645.50, 609.28K
Jan 24, 2019, 2,668.45, 2,642.05, 2,674.70, 2,642.05, 611.57K
Jan 23, 2019, 2,646.75, 2,639.85, 2,660.00, 2,630.00, 754.53K
Jan 22, 2019, 2,640.30, 2,599.10, 2,645.00, 2,589.95, 776.07K
Jan 21, 2019, 2,599.80, 2,605.00, 2,642.00, 2,581.80, 595.06K
Jan 18, 2019, 2,596.80, 2,605.00, 2,629.35, 2,594.50, 536.27K
Jan 17, 2019, 2,619.15, 2,620.00, 2,628.80, 2,600.00, 649.80K
Jan 16, 2019, 2,616.95, 2,580.00, 2,627.70, 2,575.30, 946.15K
Jan 15, 2019, 2,594.80, 2,585.00, 2,604.00, 2,581.35, 357.58K
Jan 14, 2019, 2,578.80, 2,585.35, 2,605.00, 2,555.00, 394.48K
Jan 11, 2019, 2,588.15, 2,610.80, 2,610.80, 2,580.00, 316.79K
Jan 10, 2019, 2,600.40, 2,598.10, 2,610.00, 2,583.15, 390.41K
Jan 09, 2019, 2,603.10, 2,580.90, 2,610.90, 2,580.90, 464.34K
Jan 08, 2019, 2,570.50, 2,561.00, 2,586.85, 2,551.00, 689.50K
Jan 07, 2019, 2,558.65, 2,613.85, 2,613.85, 2,537.30, 542.42K
Jan 04, 2019, 2,600.00, 2,580.00, 2,606.00, 2,562.00, 407.40K
Jan 03, 2019, 2,577.35, 2,605.00, 2,614.80, 2,564.00, 541.89K
Jan 02, 2019, 2,601.05, 2,606.00, 2,618.00, 2,575.05, 417.55K
Jan 01, 2019, 2,607.05, 2,618.10, 2,634.00, 2,600.00, 338.76K
Dec 31, 2018, 2,616.50, 2,634.70, 2,663.80, 2,610.00, 1.03M
Dec 28, 2018, 2,621.90, 2,605.00, 2,633.00, 2,601.10, 597.70K
Dec 27, 2018, 2,587.45, 2,641.00, 2,645.00, 2,581.35, 587.58K
Dec 26, 2018, 2,622.30, 2,598.00, 2,628.00, 2,575.20, 753.62K
Dec 24, 2018, 2,599.80, 2,610.00, 2,623.10, 2,578.20, 504.64K
Dec 21, 2018, 2,608.05, 2,609.40, 2,616.30, 2,578.10, 747.96K
Dec 20, 2018, 2,628.45, 2,607.70, 2,633.95, 2,592.00, 493.09K
Dec 19, 2018, 2,613.75, 2,645.00, 2,651.00, 2,584.65, 841.24K
Dec 18, 2018, 2,639.30, 2,601.80, 2,645.00, 2,582.15, 739.25K
Dec 17, 2018, 2,613.15, 2,604.70, 2,635.00, 2,600.20, 592.40K
Dec 14, 2018, 2,591.70, 2,595.00, 2,609.60, 2,568.00, 586.36K
Dec 13, 2018, 2,596.85, 2,625.00, 2,625.00, 2,567.20, 1.04M
Dec 12, 2018, 2,586.35, 2,670.00, 2,711.55, 2,534.10, 3.41M
Dec 11, 2018, 2,716.15, 2,668.50, 2,749.95, 2,666.10, 840.78K
Dec 10, 2018, 2,690.45, 2,623.10, 2,707.00, 2,623.10, 1.01M
Dec 07, 2018, 2,692.55, 2,661.00, 2,714.30, 2,643.00, 1.18M
Dec 06, 2018, 2,641.20, 2,671.00, 2,681.00, 2,621.15, 515.15K
Dec 05, 2018, 2,671.65, 2,696.00, 2,713.95, 2,646.60, 447.63K
Dec 04, 2018, 2,704.05, 2,688.00, 2,718.85, 2,681.80, 915.45K
Dec 03, 2018, 2,667.90, 2,738.60, 2,742.60, 2,652.45, 983.83K
Nov 30, 2018, 2,722.20, 2,661.00, 2,734.55, 2,657.05, 1.49M
Nov 29, 2018, 2,655.30, 2,584.00, 2,666.70, 2,575.10, 1.05M
Nov 28, 2018, 2,572.30, 2,595.00, 2,595.35, 2,547.75, 644.29K
Nov 27, 2018, 2,588.75, 2,575.00, 2,602.80, 2,542.00, 1.05M
Nov 26, 2018, 2,558.60, 2,607.00, 2,637.90, 2,521.05, 1.13M
Nov 22, 2018, 2,608.70, 2,580.00, 2,619.70, 2,575.60, 1.01M
Nov 21, 2018, 2,601.80, 2,608.00, 2,655.00, 2,577.15, 4.49M
Nov 20, 2018, 2,443.15, 2,520.10, 2,520.10, 2,437.55, 541.12K
Nov 19, 2018, 2,528.60, 2,545.50, 2,545.60, 2,490.00, 947.02K
Nov 16, 2018, 2,477.05, 2,463.00, 2,496.80, 2,442.05, 425.81K
Nov 15, 2018, 2,461.80, 2,456.80, 2,497.95, 2,449.95, 498.73K
Nov 14, 2018, 2,449.25, 2,449.90, 2,470.00, 2,406.80, 430.25K
Nov 13, 2018, 2,438.05, 2,416.00, 2,451.00, 2,415.55, 469.70K
Nov 12, 2018, 2,415.55, 2,413.90, 2,437.85, 2,395.00, 487.89K
Nov 09, 2018, 2,400.00, 2,465.00, 2,465.00, 2,389.00, 1.00M
Nov 07, 2018, 2,452.95, 2,460.00, 2,469.90, 2,442.00, 77.96K
Nov 06, 2018, 2,450.85, 2,418.70, 2,460.00, 2,412.00, 378.83K
Nov 05, 2018, 2,420.90, 2,440.00, 2,452.00, 2,391.00, 529.59K
Nov 02, 2018, 2,423.25, 2,465.50, 2,475.90, 2,403.55, 880.71K
Nov 01, 2018, 2,461.60, 2,560.00, 2,574.45, 2,446.50, 1.37M
Oct 31, 2018, 2,542.45, 2,438.95, 2,554.40, 2,423.05, 2.27M
Oct 30, 2018, 2,594.30, 2,530.70, 2,610.00, 2,515.25, 971.04K
Oct 29, 2018, 2,532.95, 2,440.00, 2,559.00, 2,439.90, 1.03M
Oct 26, 2018, 2,404.55, 2,391.40, 2,450.00, 2,368.05, 1.13M
Oct 25, 2018, 2,390.50, 2,411.60, 2,444.95, 2,380.00, 1.34M
Oct 24, 2018, 2,434.30, 2,488.00, 2,497.00, 2,386.55, 725.64K
Oct 23, 2018, 2,473.75, 2,524.95, 2,546.25, 2,425.10, 823.51K
Oct 22, 2018, 2,519.40, 2,562.50, 2,582.65, 2,496.25, 556.39K
Oct 19, 2018, 2,552.35, 2,550.00, 2,582.90, 2,530.50, 436.98K
Oct 17, 2018, 2,565.00, 2,580.00, 2,599.00, 2,552.00, 492.01K
Oct 16, 2018, 2,573.60, 2,566.90, 2,590.00, 2,537.50, 600.00K
