date, close, open, high, low, volume
Apr 09, 2019, 1,098.55, 1,109.00, 1,109.95, 1,091.50, 1.29M
Apr 08, 2019, 1,104.40, 1,109.00, 1,115.00, 1,092.00, 1.67M
Apr 05, 2019, 1,106.40, 1,123.00, 1,129.70, 1,101.45, 4.11M
Apr 04, 2019, 1,106.10, 1,112.70, 1,122.60, 1,094.30, 2.46M
Apr 03, 2019, 1,100.50, 1,117.00, 1,127.20, 1,098.05, 1.55M
Apr 02, 2019, 1,111.90, 1,125.00, 1,131.15, 1,108.40, 1.47M
Apr 01, 2019, 1,120.35, 1,140.00, 1,148.00, 1,116.80, 1.70M
Mar 29, 2019, 1,141.85, 1,134.05, 1,152.00, 1,112.00, 2.77M
Mar 28, 2019, 1,134.25, 1,120.00, 1,139.55, 1,111.45, 2.29M
Mar 27, 2019, 1,116.50, 1,125.00, 1,125.00, 1,106.00, 1.67M
Mar 26, 2019, 1,115.75, 1,105.00, 1,120.00, 1,088.35, 1.85M
Mar 25, 2019, 1,100.10, 1,102.00, 1,106.50, 1,090.40, 909.86K
Mar 22, 2019, 1,102.55, 1,103.60, 1,124.40, 1,093.70, 2.49M
Mar 20, 2019, 1,102.35, 1,111.00, 1,115.00, 1,098.00, 1.30M
Mar 19, 2019, 1,109.05, 1,102.00, 1,112.00, 1,098.60, 1.38M
Mar 18, 2019, 1,101.30, 1,105.00, 1,108.90, 1,092.10, 1.86M
Mar 15, 2019, 1,097.25, 1,087.00, 1,113.80, 1,082.00, 5.32M
Mar 14, 2019, 1,086.35, 1,078.90, 1,089.00, 1,063.15, 1.19M
Mar 13, 2019, 1,078.30, 1,087.40, 1,093.90, 1,065.10, 2.02M
Mar 12, 2019, 1,086.45, 1,074.95, 1,095.95, 1,072.00, 3.42M
Mar 11, 2019, 1,069.20, 1,058.00, 1,074.60, 1,057.60, 2.84M
Mar 08, 2019, 1,053.20, 1,044.75, 1,059.55, 1,037.00, 2.18M
Mar 07, 2019, 1,043.30, 1,069.00, 1,069.00, 1,039.00, 2.58M
Mar 06, 2019, 1,055.95, 1,038.00, 1,060.90, 1,028.30, 2.76M
Mar 05, 2019, 1,035.00, 1,023.60, 1,039.95, 1,016.20, 1.58M
Mar 01, 2019, 1,021.35, 1,031.90, 1,036.00, 1,017.10, 1.97M
Feb 28, 2019, 1,025.20, 1,018.00, 1,033.80, 1,002.05, 5.08M
Feb 27, 2019, 1,016.25, 1,042.90, 1,047.15, 1,013.95, 1.90M
Feb 26, 2019, 1,038.35, 1,039.00, 1,041.90, 1,016.05, 1.91M
Feb 25, 2019, 1,043.00, 1,038.00, 1,055.00, 1,035.60, 1.69M
Feb 22, 2019, 1,041.60, 1,035.50, 1,044.00, 1,030.30, 1.30M
Feb 21, 2019, 1,042.50, 1,039.90, 1,045.00, 1,031.25, 1.22M
Feb 20, 2019, 1,032.75, 1,030.00, 1,044.40, 1,027.50, 1.51M
Feb 19, 2019, 1,028.80, 1,030.45, 1,049.80, 1,025.30, 1.55M
Feb 18, 2019, 1,027.35, 1,040.10, 1,040.65, 1,021.30, 1.02M
Feb 15, 2019, 1,039.00, 1,035.00, 1,052.00, 1,016.80, 2.57M
Feb 14, 2019, 1,042.25, 1,063.95, 1,063.95, 1,030.50, 2.18M
Feb 13, 2019, 1,050.95, 1,068.30, 1,071.25, 1,047.80, 1.19M
Feb 12, 2019, 1,066.25, 1,058.00, 1,073.95, 1,050.10, 3.08M
Feb 11, 2019, 1,056.40, 1,059.00, 1,063.50, 1,045.20, 1.06M
Feb 08, 2019, 1,053.25, 1,058.50, 1,076.85, 1,047.60, 2.58M
Feb 07, 2019, 1,056.80, 1,059.80, 1,067.05, 1,050.00, 1.29M
Feb 06, 2019, 1,059.05, 1,066.00, 1,072.00, 1,050.50, 2.45M
Feb 05, 2019, 1,066.70, 1,026.95, 1,074.00, 1,020.00, 7.14M
Feb 04, 2019, 1,025.75, 1,025.00, 1,050.00, 1,009.05, 9.56M
Feb 01, 2019, 991.55, 1,003.00, 1,005.00, 985.10, 3.42M
Jan 31, 2019, 995.80, 968.20, 1,000.00, 966.50, 2.31M
Jan 30, 2019, 968.90, 966.10, 974.95, 960.05, 1.47M
Jan 29, 2019, 966.10, 955.20, 970.00, 945.00, 1.41M
Jan 28, 2019, 958.65, 978.00, 981.20, 955.20, 1.50M
Jan 25, 2019, 978.00, 972.00, 984.00, 969.15, 1.99M
Jan 24, 2019, 969.65, 960.20, 972.30, 955.90, 1.25M
Jan 23, 2019, 962.15, 987.40, 987.40, 957.60, 1.57M
Jan 22, 2019, 982.65, 962.15, 986.40, 958.70, 2.80M
Jan 21, 2019, 962.75, 960.10, 965.80, 957.00, 1.04M
Jan 18, 2019, 960.95, 961.55, 965.00, 954.05, 1.17M
Jan 17, 2019, 961.55, 961.35, 965.00, 951.55, 1.30M
Jan 16, 2019, 961.20, 965.30, 970.40, 959.30, 1.12M
Jan 15, 2019, 968.30, 956.00, 970.70, 955.10, 1.45M
Jan 14, 2019, 957.50, 958.00, 961.35, 949.00, 864.31K
Jan 11, 2019, 959.30, 965.25, 969.50, 956.80, 1.54M
Jan 10, 2019, 966.70, 950.40, 969.40, 948.55, 2.45M
Jan 09, 2019, 952.95, 949.00, 955.35, 945.35, 2.12M
Jan 08, 2019, 946.15, 944.20, 950.00, 938.55, 2.04M
Jan 07, 2019, 944.05, 950.00, 964.00, 934.10, 5.34M
Jan 04, 2019, 928.45, 934.00, 938.90, 920.20, 2.34M
Jan 03, 2019, 931.20, 936.00, 944.95, 928.00, 3.29M
Jan 02, 2019, 932.15, 923.30, 937.00, 923.30, 2.67M
Jan 01, 2019, 928.00, 931.75, 934.20, 923.00, 2.06M
Dec 31, 2018, 931.00, 926.00, 939.50, 920.35, 4.92M
Dec 28, 2018, 922.70, 904.00, 925.75, 898.80, 8.07M
Dec 27, 2018, 887.65, 896.00, 897.80, 881.50, 2.16M
Dec 26, 2018, 889.15, 879.00, 900.00, 868.20, 3.84M
Dec 24, 2018, 879.85, 900.10, 902.80, 874.00, 2.55M
Dec 21, 2018, 900.05, 927.85, 927.85, 897.25, 2.97M
Dec 20, 2018, 926.75, 928.00, 933.00, 922.20, 1.63M
Dec 19, 2018, 929.20, 933.10, 941.55, 927.50, 2.24M
Dec 18, 2018, 933.00, 932.50, 938.75, 930.80, 2.22M
Dec 17, 2018, 935.30, 931.75, 937.20, 925.40, 2.28M
Dec 14, 2018, 931.50, 943.65, 951.70, 928.45, 2.56M
Dec 13, 2018, 944.15, 932.10, 961.25, 924.25, 4.82M
Dec 12, 2018, 929.95, 937.50, 938.10, 921.00, 3.26M
Dec 11, 2018, 933.15, 899.00, 936.95, 894.15, 2.79M
Dec 10, 2018, 907.10, 905.00, 916.00, 898.00, 1.51M
Dec 07, 2018, 916.60, 911.00, 921.45, 893.30, 2.75M
Dec 06, 2018, 905.75, 913.00, 920.00, 902.00, 1.43M
Dec 05, 2018, 920.25, 921.00, 925.65, 901.55, 3.02M
Dec 04, 2018, 923.80, 935.00, 940.15, 921.50, 1.42M
Dec 03, 2018, 936.25, 932.55, 939.80, 920.50, 2.04M
Nov 30, 2018, 927.10, 929.95, 931.00, 918.00, 2.74M
Nov 29, 2018, 931.40, 929.05, 933.90, 913.00, 1.99M
Nov 28, 2018, 922.95, 916.00, 931.00, 915.00, 2.43M
Nov 27, 2018, 914.30, 914.00, 918.00, 906.00, 1.13M
Nov 26, 2018, 916.40, 913.10, 920.50, 892.60, 2.12M
Nov 22, 2018, 915.75, 929.00, 933.40, 911.80, 1.62M
Nov 21, 2018, 926.55, 917.50, 929.90, 909.55, 1.86M
Nov 20, 2018, 915.45, 919.00, 925.20, 908.85, 1.54M
Nov 19, 2018, 920.55, 922.00, 927.00, 915.05, 2.10M
Nov 16, 2018, 921.35, 921.00, 928.70, 912.70, 2.77M
Nov 15, 2018, 920.80, 892.25, 924.00, 889.00, 4.71M
Nov 14, 2018, 892.20, 897.05, 897.50, 883.00, 2.61M
Nov 13, 2018, 897.50, 889.20, 899.65, 879.10, 4.43M
Nov 12, 2018, 894.75, 857.00, 901.50, 843.20, 13.99M
Nov 09, 2018, 847.65, 855.00, 865.00, 844.00, 3.53M
