date, close, open, high, low, volume
Apr 04, 2014, 2,150.20, 2,160.00, 2,166.00, 2,116.55, 96.94K
Apr 03, 2014, 2,147.50, 2,130.00, 2,174.70, 2,114.00, 160.50K
Apr 02, 2014, 2,128.60, 2,160.35, 2,177.35, 2,106.35, 184.92K
Apr 01, 2014, 2,158.05, 2,186.00, 2,186.00, 2,132.35, 85.57K
Mar 31, 2014, 2,186.95, 2,160.00, 2,195.00, 2,159.80, 279.47K
Mar 28, 2014, 2,147.10, 2,064.00, 2,161.80, 2,064.00, 373.22K
Mar 27, 2014, 2,058.75, 1,980.35, 2,084.95, 1,962.30, 399.04K
Mar 26, 2014, 1,989.45, 1,986.10, 1,994.00, 1,982.00, 170.19K
Mar 25, 2014, 1,980.20, 1,976.50, 1,998.00, 1,971.60, 392.97K
Mar 24, 2014, 1,973.10, 1,964.05, 1,980.00, 1,962.00, 297.22K
Mar 22, 2014, 1,952.35, 1,950.10, 1,958.60, 1,940.00, 1.89K
Mar 21, 2014, 1,955.30, 1,952.00, 1,965.00, 1,931.00, 242.38K
Mar 20, 2014, 1,944.55, 1,965.05, 1,982.10, 1,936.60, 112.32K
Mar 19, 2014, 1,978.85, 1,965.40, 1,987.75, 1,965.40, 129.45K
Mar 18, 2014, 1,968.20, 1,979.95, 1,983.60, 1,960.65, 136.01K
Mar 14, 2014, 1,969.95, 1,952.00, 1,983.80, 1,935.60, 174.90K
Mar 13, 2014, 1,958.40, 1,970.25, 2,017.80, 1,950.00, 135.09K
Mar 12, 2014, 1,964.45, 2,003.30, 2,003.30, 1,952.40, 102.83K
Mar 11, 2014, 2,003.30, 1,990.00, 2,019.90, 1,973.05, 180.06K
Mar 10, 2014, 1,989.75, 1,952.55, 2,009.00, 1,952.55, 178.01K
Mar 07, 2014, 1,973.75, 1,942.30, 1,998.00, 1,942.30, 182.12K
Mar 06, 2014, 1,960.05, 1,895.10, 1,967.65, 1,895.10, 131.17K
Mar 05, 2014, 1,897.95, 1,888.90, 1,910.00, 1,855.35, 199.78K
Mar 04, 2014, 1,877.55, 1,829.25, 1,885.90, 1,823.55, 144.40K
